,Feature,Coef
130,LotShape_IR2,0.007639969741816496
131,MasVnrArea,0.007516330770706232
132,Foundation_CBlock,0.007398632916704694
133,Fence_None,0.007374918072120634
134,Exterior1st_VinylSd,0.006891682189771229
135,MSSubClass_190,-0.006763382353628
136,MSSubClass_180,0.006539933596173057
137,MoSold_2,0.006425373214465137
138,ExterCond_Fa,-0.006419643926300618
139,LotShape_Reg,0.006334863042704847
140,Fence_MnWw,-0.006298827486115705
141,LotShape_IR3,0.0059360084464387015
142,Exterior2nd_Wd Shng,-0.00588272983679435
143,HouseStyle_1Story,-0.005788546902901944
144,MSSubClass_50,-0.0057037322780513116
145,LotConfig_Inside,-0.0056481730795548135
146,GarageType_Basment,-0.0054132816905211305
147,Exterior1st_Plywood,-0.005080576435784828
