,Feature,Coef
0,Age,-0.10793440054699563
1,TotalSF,0.10691829260757856
2,Neighborhood_Crawfor,0.07373963371477306
3,Neighborhood_StoneBr,0.07357792503673763
4,OverallQual,0.07185966065375769
5,GrLivArea,0.07067241939490886
6,Functional_Typ,0.06877739618707503
7,RRAe,-0.06744410673733943
8,Exterior1st_BrkFace,0.06337770859806019
9,Artery,-0.062225449921676036
10,MSZoning_RL,0.06212718614113423
11,SaleCondition_Normal,0.06207385766714532
12,SaleType_New,0.06088798168094686
13,CentralAir_Y,0.05523424574784878
14,MSZoning_FV,0.05505811484813728
15,Neighborhood_IDOTRR,-0.04918462679835751
16,Neighborhood_Somerst,0.04786844035622091
17,MSZoning_RH,0.04637006276665274
18,Neighborhood_Edwards,-0.04521627981443376
19,Neighborhood_MeadowV,-0.04414463362736164
20,KitchenQual_Gd,-0.0437640268461167
21,KitchenQual_TA,-0.04110485064074165
22,Neighborhood_Mitchel,-0.04098337732953486
23,MSSubClass_160,-0.04044086853499841
24,KitchenAbvGr,-0.0393178264162635
25,SaleCondition_Partial,0.03894484362329803
26,HouseCond,0.03671242110294794
27,GarageQual_Gd_Ex,0.03626996301971916
28,KitchenQual_Fa,-0.035675341585706344
29,LotArea,0.03487347866464752
30,BsmtExposure_Gd,0.03454470531417817
31,MSSubClass_70,0.034477477982340354
32,GarageCars,0.03428913234907009
33,Neighborhood_OldTown,-0.033565044320738834
34,BsmtUnfSF,-0.033230527958545884
35,Neighborhood_NWAmes,-0.033203787140122384
36,Neighborhood_NridgHt,0.03319780763645107
37,BsmtQual_Ex,0.032788278710631696
38,Neighborhood_NoRidge,0.031537557519316785
39,MasVnrType_Stone,0.031306942031689544
40,LotConfig_FR2,-0.031222430299908573
41,Neighborhood_BrkSide,0.03089963364073686
42,ExterQual_Fa,-0.030233854520291568
43,RRAn,-0.03021394753620664
44,LandSlope_Sev,-0.030164006778464793
45,Feedr,-0.02951625605909343
46,Foundation_PConc,0.029221152503478915
47,MSSubClass_30,-0.028796470160503518
48,Exterior1st_Wd Sdng,-0.028782953989122534
49,Neighborhood_Gilbert,-0.02824587923963147
50,Alley_Pave,0.02749628826529266
51,GarageType_BuiltIn,0.025800380022617322
52,GarageType_Detchd,0.025747967824567064
53,GarageType_CarPort,-0.025398142901134884
54,HeatingQC_Fa,-0.02518380688615795
55,MSZoning_RM,0.02406570226478159
56,BsmtCond_Fa,-0.023766978222942898
57,PosA,-0.022912379546843515
58,Neighborhood_NPkVill,0.022430203836987312
59,SaleCondition_Family,0.022102508853988838
60,OverallQualCon,0.02183773059365943
61,Neighborhood_Timber,-0.02178574780121365
62,HeatingQC_TA,-0.021573200667102794
63,TotPorchDeckSF,0.021500806073927438
64,GarageQual_Po_Fa,-0.021485903777644134
65,LotConfig_CulDSac,0.02098876825082205
66,Neighborhood_NAmes,-0.020739755112822885
67,PavedDrive_Y,0.02000519491819627
68,MasVnrType_None,0.019967810835383435
69,BsmtQual_Gd,-0.0195239753743981
70,Neighborhood_SawyerW,-0.019251180599683552
71,FireplaceQu_Po,0.01901514103739547
72,RoofMatl_Tar&Grv,-0.018852561343028294
73,BldgType_Duplex,-0.01836498516507501
74,MSSubClass_90,-0.018364985165074985
75,Exterior2nd_Wd Sdng,0.018055924242300007
76,Neighborhood_ClearCr,0.017995445656602015
77,MoSold_5,0.017325827119909883
78,BsmtCond_TA,0.0170730888771865
79,SaleCondition_Alloca,0.01698692068547894
80,GarageCond_Fa,-0.016861300433189685
81,TotalBath,0.016819681859638426
82,LandContour_HLS,0.016143849290429807
83,MasVnrType_BrkFace,0.016062582412959964
84,BsmtGLQFinSF,0.015492477077653903
85,FireplaceQu_Fa,-0.015468211011172434
86,OverallCond,0.015315133348634683
87,Exterior2nd_Stucco,0.015122351067322851
88,BsmtHasBath,-0.014450434483197196
89,MoSold_12,0.014251138249611087
90,BsmtExposure_No,-0.014199189863271866
91,GarageType_Attchd,0.013985251968351249
92,FireplaceQu_None,-0.013697799658850337
93,HasFireplace,0.01369779965884872
94,HeatingQC_Gd,-0.013544049994588478
95,HasGarage,0.013235974684377401
96,HouseStyle_SLvl,0.013189106721519761
97,BsmtQual_TA,-0.013129007230216398
98,GarageCond_Gd,0.012783915209545435
99,LandContour_Low,-0.012630604650035245
100,MSSubClass_75,0.012405607088428878
101,MoSold_11,-0.012321678559446382
102,Exterior1st_Stucco,0.012114750238275003
103,Exterior1st_MetalSd,0.01189776237682422
104,ExterQual_TA,-0.011686323903755578
105,RoofStyle_Hip,-0.011649335408678956
106,1stFlrSF,0.011419776469721084
107,Neighborhood_CollgCr,-0.011306471966348893
108,Fence_MnPrv,0.011118110559551232
109,Remod_Rcy,0.01107534734850671
110,Fence_GdWo,-0.010864719268920693
111,Neighborhood_Sawyer,-0.010780639421169684
112,MSSubClass_20,0.010384996096549524
113,SaleType_ConLD,0.009878875651652448
114,SaleType_WD,-0.009756241631782254
115,MoSold_9,-0.009669644240100788
116,RoofStyle_Gable,-0.009506302176932775
117,Exterior2nd_ImStucc,0.009283797474584734
118,Exterior1st_WdShing,0.009236725697648968
119,Electrical_FuseF,0.009203512645225523
120,MoSold_7,0.009019054263029893
121,MoSold_6,0.008921124280799544
122,ExterCond_Gd,-0.008799488086726124
123,HouseStyle_2.5Unf,0.008504021551574417
124,Neighborhood_BrDale,0.008320111220149416
125,MoSold_10,-0.008236929406087374
126,ExterCond_TA,0.008058841967287966
127,BsmtExposure_Mn,-0.008005330182937372
128,GarageFinish_Fin,0.007904440988620582
129,PosN,-0.007704838095637564
