,Feature,Coef
149,MoSold_8,0.0
150,MoSold_9,-0.0
151,MSZoning_RH,0.0
152,MSZoning_RM,-0.0
153,ExterCond_Fa,-0.0
154,ExterCond_Gd,-0.0
155,ExterCond_Po,-0.0
156,SaleCondition_AdjLand,0.0
157,SaleCondition_Alloca,0.0
158,SaleCondition_Family,-0.0
159,SaleCondition_Partial,0.0
160,HeatingQC_Po,-0.0
161,Foundation_CBlock,-0.0
162,Foundation_Slab,-0.0
163,Foundation_Stone,0.0
164,Foundation_Wood,-0.0
165,SaleType_CWD,0.0
166,SaleType_Con,0.0
167,SaleType_ConLD,0.0
168,SaleType_ConLI,-0.0
169,SaleType_ConLw,-0.0
170,SaleType_Oth,0.0
171,Alley_None,-0.0
172,Alley_Pave,0.0
173,Neighborhood_Blueste,0.0
174,Neighborhood_BrDale,-0.0
175,Neighborhood_CollgCr,0.0
176,Neighborhood_Gilbert,-0.0
177,Neighborhood_NAmes,-0.0
178,Neighborhood_NPkVill,0.0
179,Neighborhood_NoRidge,0.0
180,Neighborhood_OldTown,-0.0
181,Neighborhood_SWISU,0.0
182,Neighborhood_Sawyer,-0.0
183,Neighborhood_SawyerW,-0.0
184,Neighborhood_Timber,-0.0
185,Neighborhood_Veenker,0.0
186,LotShape_IR2,0.0
187,LotShape_IR3,-0.0
188,LotShape_Reg,-0.0
189,Electrical_FuseF,0.0
190,Electrical_FuseP,-0.0
191,Electrical_SBrkr,-0.0
192,RoofStyle_Gable,-0.0
193,RoofStyle_Gambrel,-0.0
194,RoofStyle_Hip,0.0
195,RoofStyle_Mansard,0.0
196,RoofStyle_Shed,0.0
197,HouseStyle_1.5Unf,0.0
198,HouseStyle_1Story,-0.0
199,HouseStyle_2.5Unf,0.0
200,HouseStyle_2Story,-0.0
201,HouseStyle_SFoyer,-0.0
202,BldgType_2fmCon,0.0
203,BldgType_TwnhsE,-0.0
204,Fence_MnPrv,0.0
205,Fence_MnWw,-0.0
206,LandSlope_Mod,-0.0
207,LandSlope_Sev,-0.0
208,MSSubClass_180,-0.0
209,MSSubClass_190,-0.0
210,MSSubClass_40,0.0
211,MSSubClass_45,0.0
212,MSSubClass_50,0.0
213,MSSubClass_60,-0.0
214,MSSubClass_75,0.0
215,MSSubClass_80,0.0
216,MSSubClass_85,0.0
217,MasVnrType_None,0.0
218,ExterQual_Fa,-0.0
219,ExterQual_Gd,0.0
220,FireplaceQu_Fa,-0.0
221,FireplaceQu_Po,-0.0
222,FireplaceQu_TA,0.0
